"ASSOCIATION_TYPE"	"PMID"	"NUM_SENTENCE"	"ENTITY1_TEXT"	"ENTITY1_INI"	"ENTITY1_END"	"ENTITY1_TYPE"	"ENTITY2_TEXT"	"ENTITY2_INI"	"ENTITY2_END"	"ENTITY2_TYPE"	"SENTENCE"
"FA"	17547473	12	"stroke"	83	89	"Diseases & Disorders"	"Dihydropyridine calcium channel antagonists"	0	43	"Chemicals & Drugs"	"Dihydropyridine calcium channel antagonists may exert effects that protect against stroke that are independent of their blood pressure-lowering mechanism."
"PA"	17547473	16	"cardiovascular disease"	369	391	"Diseases & Disorders"	"long-acting dihydropyridine calcium channel antagonists"	197	252	"Chemicals & Drugs"	"Collectively, the cardiovascular benefit, metabolic neutrality and homogeneous blood pressure response illuminated in recent studies, and reviewed here, represent a reaffirmation of the benefit of long-acting dihydropyridine calcium channel antagonists and should serve to help reinforce the critical importance of these agents in the therapeutic armamentarium against cardiovascular disease."
"FA"	17547473	7	"coronary heart disease"	159	181	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"FA"	17547473	7	"gastrointestinal bleeding"	183	208	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"PA"	17547473	7	"cardiovascular events"	75	96	"Diseases & Disorders"	"amlodipine"	54	64	"Chemicals & Drugs"	"Compared with both diuretics and contemporary agents, amlodipine decreases cardiovascular events to a similar or greater extent without evidence for increased coronary heart disease, gastrointestinal bleeding or cancer."
"FA"	17547473	9	"hypertension"	125	137	"Diseases & Disorders"	"Dihydropyridine calcium channel antagonists"	0	43	"Chemicals & Drugs"	"Dihydropyridine calcium channel antagonists have several noteworthy attributes that merit consideration in the management of hypertension."
"PA"	17726209	5	"stomal varices secondary to portal hypertension"	68	115	"Diseases & Disorders"	"silver nitrate"	174	188	"Chemicals & Drugs"	"All three patients had recurrent admissions for stomal bleeding and stomal varices secondary to portal hypertension and were initially treated with local measures (pressure, silver nitrate, and suture ligation)."
"PA"	17726209	5	"stomal bleeding"	48	63	"Diseases & Disorders"	"silver nitrate"	174	188	"Chemicals & Drugs"	"All three patients had recurrent admissions for stomal bleeding and stomal varices secondary to portal hypertension and were initially treated with local measures (pressure, silver nitrate, and suture ligation)."
"PA"	18975369	7	"gout"	186	190	"Diseases & Disorders"	"allopurinol"	112	123	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"hyperuricemia"	168	181	"Diseases & Disorders"	"allopurinol"	112	123	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	4	"impaired renal function"	62	85	"Diseases & Disorders"	"febuxostat"	99	109	"Chemicals & Drugs"	"A significantly (P < 0.05) higher percentage of subjects with impaired renal function treated with febuxostat 80 mg (4 [44%] of 9), 120 mg (5 [45%] of 11), and 240 mg (3 [60%] of 5) achieved the primary end point compared with those treated with 100 mg of allopurinol (0 [0%] of 10)."
"PA"	18975369	6	"gout flares"	73	84	"Diseases & Disorders"	"allopurinol"	137	148	"Chemicals & Drugs"	"The primary reasons for withdrawal were similar across groups except for gout flares, which were more frequent with febuxostat than with allopurinol."
"PA"	18975369	7	"gout"	186	190	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"impaired renal function"	232	255	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	7	"hyperuricemia"	168	181	"Diseases & Disorders"	"febuxostat"	22	32	"Chemicals & Drugs"	"At all doses studied, febuxostat more effectively lowered and maintained serum urate levels <6.0 mg/dl than did allopurinol (300 or 100 mg) or placebo in subjects with hyperuricemia and gout, including those with mild to moderately impaired renal function."
"PA"	18975369	4	"impaired renal function"	62	85	"Diseases & Disorders"	"allopurinol"	256	267	"Chemicals & Drugs"	"A significantly (P < 0.05) higher percentage of subjects with impaired renal function treated with febuxostat 80 mg (4 [44%] of 9), 120 mg (5 [45%] of 11), and 240 mg (3 [60%] of 5) achieved the primary end point compared with those treated with 100 mg of allopurinol (0 [0%] of 10)."
"PA"	18975369	6	"gout flares"	73	84	"Diseases & Disorders"	"febuxostat"	116	126	"Chemicals & Drugs"	"The primary reasons for withdrawal were similar across groups except for gout flares, which were more frequent with febuxostat than with allopurinol."
"PA"	18975369	5	"dizziness"	130	139	"Diseases & Disorders"	"febuxostat"	166	176	"Chemicals & Drugs"	"Proportions of subjects experiencing any adverse event or serious adverse event were similar across groups, although diarrhea and dizziness were more frequent in the febuxostat 240 mg group."
"PA"	18975369	5	"diarrhea"	117	125	"Diseases & Disorders"	"febuxostat"	166	176	"Chemicals & Drugs"	"Proportions of subjects experiencing any adverse event or serious adverse event were similar across groups, although diarrhea and dizziness were more frequent in the febuxostat 240 mg group."
"FA"	17688650	1	"teratogenicity"	16	30	"Diseases & Disorders"	"antiepileptic drugs"	34	53	"Chemicals & Drugs"	"The established teratogenicity of antiepileptic drugs raises important issues in women of child-bearing age."
"PA"	17688650	2	"neural tube defects"	30	49	"Diseases & Disorders"	"antiepileptic drugs"	54	73	"Chemicals & Drugs"	"While the association between neural tube defects and antiepileptic drugs is well recognised, other congenital malformations are known to occur."
"PA"	17688650	2	"congenital malformations"	100	124	"Diseases & Disorders"	"antiepileptic drugs"	54	73	"Chemicals & Drugs"	"While the association between neural tube defects and antiepileptic drugs is well recognised, other congenital malformations are known to occur."
"NA"	18609261	11	"hypogonadism"	54	66	"Diseases & Disorders"	"cyclophosphamide"	83	99	"Chemicals & Drugs"	"Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation."
"PA"	18609261	11	"vasculitis"	154	164	"Diseases & Disorders"	"cyclophosphamide"	83	99	"Chemicals & Drugs"	"Data of our study revealed an unexpected high rate of hypogonadism irrespective of cyclophosphamide use, and subclinical involvement of the testes by the vasculitis itself might be an alternative explanation."
"PA"	18560637	7	"autoimmune hepatitis"	56	76	"Diseases & Disorders"	"azathioprine"	39	51	"Chemicals & Drugs"	"The patient was on corticosteroids and azathioprine for autoimmune hepatitis at the time of her presentation."
"PA"	17291222	0	"Pulmonary alveolar proteinosis"	0	30	"Diseases & Disorders"	"sirolimus"	61	70	"Chemicals & Drugs"	"Pulmonary alveolar proteinosis: a rare pulmonary toxicity of sirolimus."
"PA"	17291222	10	"PAP"	0	3	"Diseases & Disorders"	"SRL"	35	38	"Chemicals & Drugs"	"PAP is a very rare complication of SRL therapy with only a few cases described."
"FA"	17291222	3	"nonproductive cough"	82	101	"Diseases & Disorders"	"SRL"	27	30	"Chemicals & Drugs"	"Two years after initiating SRL, she presented complaints of progressive dyspnoea, nonproductive cough, chest pain and low-grade fever of 1 month duration."
"FA"	17291222	3	"chest pain"	103	113	"Diseases & Disorders"	"SRL"	27	30	"Chemicals & Drugs"	"Two years after initiating SRL, she presented complaints of progressive dyspnoea, nonproductive cough, chest pain and low-grade fever of 1 month duration."
"FA"	19100448	9	"leucoencephalopathy"	22	41	"Diseases & Disorders"	"SRL"	82	85	"Chemicals & Drugs"	"The only patient with leucoencephalopathy showed improved neurologic status after SRL conversion."
"PA"	19100448	10	"GI side effects"	41	56	"Diseases & Disorders"	"MMF"	60	63	"Chemicals & Drugs"	"All patients converted to SRL because of GI side effects of MMF showed improvements, and none of those converted because of hyperglycemia experienced improvement."
"PA"	19100448	12	"severe diarrhea"	191	206	"Diseases & Disorders"	"MMF"	214	217	"Chemicals & Drugs"	"We concluded that conversion to SRL in pancreas transplantation should be considered an important alternative strategy, particularly for CNI nephrotoxicity and neurotoxicity, and in cases of severe diarrhea due to MMF."
"FA"	19100448	4	"gastrointestinal"	201	217	"Diseases & Disorders"	"MMF"	262	265	"Chemicals & Drugs"	"The reasons for conversion were calcineurin inhibitors (CNI) nephrotoxicity (n = 24; 73%), severe neurotoxicity owing to CNI (n = 1; 3%), severe and/or recurrent acute rejection episodes (n = 7; 21%), gastrointestinal (GI) side effects of mycophenolate mofetil (MMF; n = 5; 15%), and hyperglycemia (n = 4; 12%)."
"FA"	19100448	4	"gastrointestinal"	201	217	"Diseases & Disorders"	"mycophenolate mofetil"	239	260	"Chemicals & Drugs"	"The reasons for conversion were calcineurin inhibitors (CNI) nephrotoxicity (n = 24; 73%), severe neurotoxicity owing to CNI (n = 1; 3%), severe and/or recurrent acute rejection episodes (n = 7; 21%), gastrointestinal (GI) side effects of mycophenolate mofetil (MMF; n = 5; 15%), and hyperglycemia (n = 4; 12%)."
"PA"	16944312	10	"hematological side effects"	141	167	"Diseases & Disorders"	"oxcarbazepine"	10	23	"Chemicals & Drugs"	"Moreover, oxcarbazepine can be a valid choice when long-term therapy is required because of the low interaction with other drugs and the low hematological side effects."
"FA"	16944312	9	"perioperative seizures"	118	140	"Diseases & Disorders"	"antiepileptic agents"	76	96	"Chemicals & Drugs"	"Our data showed that oxcarbazepine can be a good alternative to traditional antiepileptic agents in the prevention of perioperative seizures being efficacy, ease of use (rapid titration in 3 days, not requiring close plasma concentration monitoring) and good tolerability (no major side effects during titration and during the first postoperative week) the key factors."
"PA"	16944312	9	"perioperative seizures"	118	140	"Diseases & Disorders"	"oxcarbazepine"	21	34	"Chemicals & Drugs"	"Our data showed that oxcarbazepine can be a good alternative to traditional antiepileptic agents in the prevention of perioperative seizures being efficacy, ease of use (rapid titration in 3 days, not requiring close plasma concentration monitoring) and good tolerability (no major side effects during titration and during the first postoperative week) the key factors."
"FA"	16944312	3	"perioperative seizures"	94	116	"Diseases & Disorders"	"antiepileptic agents"	51	71	"Chemicals & Drugs"	"Furthermore, the efficacy of the new generation of antiepileptic agents in the prophylaxis of perioperative seizures has not been assessed so far."
"SA"	17244684	1	"GVHD"	127	131	"Diseases & Disorders"	"oral beclomethasone dipropionate"	30	62	"Chemicals & Drugs"	"We tested the hypothesis that oral beclomethasone dipropionate (BDP) would control gastrointestinal graft-versus-host disease (GVHD) in patients with anorexia, vomiting, and diarrhea."
"FA"	17244684	1	"gastrointestinal graft-versus-host disease"	83	125	"Diseases & Disorders"	"BDP"	64	67	"Chemicals & Drugs"	"We tested the hypothesis that oral beclomethasone dipropionate (BDP) would control gastrointestinal graft-versus-host disease (GVHD) in patients with anorexia, vomiting, and diarrhea."
"PA"	17244684	9	"relapses of gastrointestinal GVHD"	18	51	"Diseases & Disorders"	"prednisone"	74	84	"Chemicals & Drugs"	"Oral BDP prevents relapses of gastrointestinal GVHD following tapering of prednisone; survival is statistically significantly better among patients receiving BDP."
"PA"	17244684	9	"relapses of gastrointestinal GVHD"	18	51	"Diseases & Disorders"	"BDP"	158	161	"Chemicals & Drugs"	"Oral BDP prevents relapses of gastrointestinal GVHD following tapering of prednisone; survival is statistically significantly better among patients receiving BDP."
"PA"	18398094	12	"edema"	28	33	"Diseases & Disorders"	"TAC"	121	124	"Chemicals & Drugs"	"Grade 3 or 4 leukopenia and edema and various grade 1 or 2 adverse events were more frequent in patients receiving eight TAC cycles than in those receiving six cycles."
"PA"	18398094	12	"leukopenia"	13	23	"Diseases & Disorders"	"TAC"	121	124	"Chemicals & Drugs"	"Grade 3 or 4 leukopenia and edema and various grade 1 or 2 adverse events were more frequent in patients receiving eight TAC cycles than in those receiving six cycles."
